_id,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
768,F150050120,111,Building fire,"900 BLOCK WASHINGTON BLVD, PITTSBURGH PA 15206",2015-06-29T06:46:03,1,231EN15,1208,Larimer,9,12,42003120800,2,12,5,3-12,40.4600112315306,-79.9071906116461
769,F160022577,111,Building fire,"700 BLOCK BOGGS AVE, PITTSBURGH PA 15211",2016-03-24T14:19:39,1,231EN27,1915,Mount Washington,4,19,42003191500,5,19,3,4-27,40.4196143804969,-80.0115073932767
770,F130038710,111,Building fire,"2200 BLOCK BEAVER AVE, PITTSBURGH PA 15233",2013-06-06T12:10:36,1,231EN37,2108,Chateau,6,21,42003980600,1,21,1,1-8,40.4613518990254,-80.0317425590085
771,F150050405,118,"Trash or rubbish fire, contained","100 BLOCK TECUMSEH ST, PITTSBURGH PA 15207",2015-06-30T00:47:00,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,2-13,40.4086117379788,-79.9431350789525
772,F150050661,131,Passenger vehicle fire,"4900 BLOCK BAUM BLVD, PITTSBURGH PA 15224",2015-06-30T20:03:16,0,231EN06,804,Bloomfield,7,8,42003080400,2,8,5,2-23,40.4543077827687,-79.9465187330764
773,F150050834,140,"Natural vegetation fire, Other","800 BLOCK ESTELLA ST, PITTSBURGH PA 15210",2015-07-01T13:57:47,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4157947556872,-80.0005715406844
774,F150050889,113,"Cooking fire, confined to container","4200 BLOCK MCCASLIN ST, PITTSBURGH PA 15217",2015-07-01T17:05:47,1,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,2-12,40.4229824341611,-79.9367067016951
775,F150050957,111,Building fire,"1500 BLOCK FORSYTHE ST, PITTSBURGH PA 15212",2015-07-01T22:22:43,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4707601331247,-80.0336799804632
776,F150050976,131,Passenger vehicle fire,"2100 BLOCK VANTINE ST, PITTSBURGH PA 15221",2015-07-02T00:28:06,1,231EN16,NA,,,,42003561400,,,,3-20,40.4519089095654,-79.863704050652
813,F140044833,111,Building fire,"4900 BLOCK BAUM BLVD, PITTSBURGH PA 15213",2014-06-23T23:47:17,1,231EN10,804,Bloomfield,7,8,42003080400,2,8,5,2-23,40.4543077827687,-79.9465187330764
777,F150051201,131,Passenger vehicle fire,"3000 BLOCK NEW BEAVER AVE, PITTSBURGH PA 15212",2015-07-02T20:51:06,0,231EN35,2704,Marshall-Shadeland,1,27,42003980900,1,27,1,1-14,40.4708698534814,-80.0395800260524
778,F150051461,140,"Natural vegetation fire, Other","800 BLOCK ASHDALE ST, PITTSBURGH PA 15211",2015-07-03T20:17:36,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4153163422134,-79.9996212254849
779,F150051574,113,"Cooking fire, confined to container","2100 BLOCK PIONEER AVE, PITTSBURGH PA 15226",2015-07-04T09:24:13,1,231EN26,1917,Brookline,4,19,42003191700,4,19,6,4-26,40.4011011340749,-80.0195576112857
780,F150051585,131,Passenger vehicle fire,"300 BLOCK FLOWERS AVE, PITTSBURGH PA 15207",2015-07-04T10:36:15,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,2-13,40.4108583220798,-79.9405601290395
781,F150051600,130,"Mobile property (vehicle) fire, Other","WOODVILLE AVE & W SAW MILL, PITTSBURGH PA 15220",2015-07-04T12:04:18,0,231EN30,2019,,,,,,,,1-17,,
782,F150051623,113,"Cooking fire, confined to container","3900 BLOCK VINCETON ST, PITTSBURGH PA 15214",2015-07-04T14:14:43,1,231EN34,2602,Perry North,1,26,42003260200,1,26,1,1-15,40.4885250738165,-80.0234183887651
783,F130090172,118,"Trash or rubbish fire, contained","1100 BLOCK ROSS AVE, PITTSBURGH PA 15221",2013-12-18T19:26:52,1,231EN16,NA,,,,42003561000,,,,3-21,40.4404710596885,-79.8781474599588
784,F150051685,130,"Mobile property (vehicle) fire, Other","100 BLOCK VIRGINIA AVE, PITTSBURGH PA 15211",2015-07-04T19:47:52,0,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,4-27,40.4295302038814,-80.0073314666931
785,F150051741,111,Building fire,"1100 BLOCK FRANKLIN AVE, PITTSBURGH PA 15221",2015-07-04T22:44:10,1,231EN16,NA,Manchester,6,21,42003210700,1,21,1,1-8,40.4568620131199,-80.0219283428424
786,F150051833,113,"Cooking fire, confined to container","4000 BLOCK PENN AVE, PITTSBURGH PA 15224",2015-07-05T09:35:47,1,231EN06,902,Bloomfield,7,9,42003090300,2,9,5,3-6,40.4651353879136,-79.9579076369926
787,F150051837,113,"Cooking fire, confined to container","1100 BLOCK S AVE, PITTSBURGH PA 15221",2015-07-05T10:00:02,1,231EN16,NA,,,,42003561000,,,,3-21,40.4396776774746,-79.8785923356754
788,F150051888,151,"Outside rubbish, trash or waste fire","SYLVAN AVE & GREENFIELD AVE, PITTSBURGH PA 15207",2015-07-05T14:19:32,0,231EN12,1516,Hazelwood,5,15,42003562900,3,15,4,2-12,40.4256648220212,-79.949835414673
814,F150054360,111,Building fire,"5300 BLOCK SCHENLEY DR, PITTSBURGH PA 15217",2015-07-13T19:34:31,1,231EN18,1413,Garfield,9,10,42003101600,2,10,5,3-4,40.4721822817989,-79.9376867036859
789,F150051939,154,Dumpster or other outside trash receptacle fire,"FRIENDSHIP AVE & S MILLVALE, PITTSBURGH PA 15224",2015-07-05T18:37:23,0,231EN06,809,Bloomfield,7,8,42003080900,2,8,5,3-6,40.4626876258566,-79.9455814282983
790,F150051944,111,Building fire,"1000 BLOCK GLENN AVE, PITTSBURGH PA 15221",2015-07-05T19:01:09,1,231EN16,NA,,,,42003561100,,,,3-16,40.4450936294676,-79.8775012598323
791,F150051946,113,"Cooking fire, confined to container","5100 BLOCK DEARBORN ST, PITTSBURGH PA 15224",2015-07-05T19:19:19,1,231EN06,1017,Garfield,9,10,42003101700,2,10,5,3-4,40.4656687980474,-79.9426648832476
792,F140042572,131,Passenger vehicle fire,"1100 BLOCK HALL ST, PITTSBURGH PA 15212",2014-06-15T03:49:08,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.4767406471821,-80.0282123037459
793,F150051951,111,Building fire,"900 BLOCK BLACKADORE ST, PITTSBURGH PA 15226",2015-07-05T19:48:16,1,231EN08,1301,Homewood North,9,13,42003130100,2,13,5,3-17,40.4555245520018,-79.883061766176
794,F150051962,113,"Cooking fire, confined to container","5600 BLOCK DUNMOYLE ST, PITTSBURGH PA 15217",2015-07-05T20:36:39,1,231EN12,1402,Squirrel Hill North,8,14,42003140200,3,14,4,2-17,40.4474737623831,-79.929267782059
795,F140043423,131,Passenger vehicle fire,"1900 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2014-06-18T15:02:24,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-12,40.3960524338707,-79.9875054972192
796,F150052002,151,"Outside rubbish, trash or waste fire","7100 BLOCK MONTICELLO ST, PITTSBURGH PA 15208",2015-07-05T23:36:47,0,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,3-17,40.4599606604241,-79.8976538990715
797,F150052020,151,"Outside rubbish, trash or waste fire","HAMILTON AVE & BRUSHTON AVE, PITTSBURGH PA 15208",2015-07-06T02:24:25,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4527253527251,-79.8891904590436
798,F150052108,111,Building fire,"4000 BLOCK FRANKLIN RD, PITTSBURGH PA 15214",2015-07-06T11:23:14,1,231EN38,2602,Perry North,1,26,42003260200,1,26,1,1-15,40.4912928550835,-80.0188494946718
799,F150052290,111,Building fire,"700 BLOCK EXCELSIOR ST, PITTSBURGH PA 15210",2015-07-06T22:50:44,1,231EN30,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4227039980696,-79.9957753542667
800,F150052342,118,"Trash or rubbish fire, contained","3600 BLOCK FORBES AVE, PITTSBURGH PA 15213",2015-07-07T07:22:03,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4402644649999,-79.9574405026274
801,F150053109,162,Outside equipment fire,"7100 BLOCK HAMILTON AVE, PITTSBURGH PA 15208",2015-07-09T05:50:42,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,3-17,40.4548053940168,-79.8993614666336
802,F150053211,150,"Outside rubbish fire, Other","400 BLOCK PENN AVE, PITTSBURGH PA 15221",2015-07-09T12:49:26,0,231EN16,NA,,,,42003560400,,,,3-16,40.4450905654155,-79.8888151143477
803,F150053243,113,"Cooking fire, confined to container","100 BLOCK PENFORT ST, PITTSBURGH PA 15212",2015-07-09T14:51:51,1,231EN34,2609,Northview Heights,1,26,42003260900,1,26,1,1-13,40.473349600095,-80.002822219962
804,F150053267,111,Building fire,"100 BLOCK MAYFLOWER ST, PITTSBURGH PA 15206",2015-07-09T16:10:52,1,231EN08,1208,Larimer,9,12,42003120800,2,12,5,3-10,40.4642947396363,-79.9160934680284
805,F150053600,113,"Cooking fire, confined to container","5700 BLOCK CENTRE AVE, PITTSBURGH PA 15206",2015-07-10T18:21:29,1,231EN08,705,Shadyside,8,7,42003070500,2,7,4,3-11,40.4570078157486,-79.9334584427133
806,F160022613,131,Passenger vehicle fire,"W SAW MILL RUN BLVD & WOODRUF, PITTSBURGH PA 15211",2016-03-24T16:03:09,0,231EN28,1911,Mount Washington,2,19,42003191400,5,19,3,4-1,40.4258574682724,-80.019865907738
807,F140044780,160,"Special outside fire, Other","N LANG AVE & FOREST WAY, PITTSBURGH PA 15208",2014-06-23T19:03:28,0,231EN17,1301,Homewood North,9,13,42003130200,2,13,5,3-17,40.4583462279244,-79.8983572834509
808,F130091887,113,"Cooking fire, confined to container","1000 BLOCK BRINTELL ST, PITTSBURGH PA 15201",2013-12-25T17:39:24,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,3-7,40.4770608138571,-79.9387603585418
809,F150053729,100,"Fire, Other","300 BLOCK EDITH ST, PITTSBURGH PA 15211",2015-07-11T10:20:58,1,231EN27,1911,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.4376746106716,-80.0239512089236
810,F150053917,111,Building fire,"900 BLOCK EUREKA ST, PITTSBURGH PA 15211",2015-07-12T02:18:10,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4237166018227,-79.991726998272
811,F150053942,111,Building fire,"900 BLOCK EUREKA ST, PITTSBURGH PA 15210",2015-07-12T06:37:07,1,231EN27,1803,Allentown,3,18,42003180300,4,18,3,4-5,40.4237166018227,-79.991726998272
812,F150054334,131,Passenger vehicle fire,"WHEELER ST & MOHLER ST, PITTSBURGH PA 15221",2015-07-13T17:11:50,0,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,3-17,40.4561790950548,-79.8844257608841
815,F150054389,131,Passenger vehicle fire,"NB STATE HWY 28 NB AT 31S, PITTSBURGH PA 15216",2015-07-13T20:58:58,0,231EN32,2406,,,,,,,,1-1,,
816,F150054445,111,Building fire,"200 BLOCK 45TH ST, PITTSBURGH PA 15201",2015-07-14T01:32:20,2,231EN06,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-3,40.4720956047413,-79.9593228382788
817,F150054723,111,Building fire,"1600 BLOCK ARLINGTON AVE, PITTSBURGH PA 15210",2015-07-14T20:52:05,1,231EN22,1706,Mount Oliver Borough,,0,42003300100,0,0,3,Mt Oliver,40.418451832231,-79.9881973494827
818,F150022944,151,"Outside rubbish, trash or waste fire","700 BLOCK BERND ST, PITTSBURGH PA 15210",2015-03-25T18:10:01,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4166886302163,-79.9982518893194
819,F150055080,151,"Outside rubbish, trash or waste fire","PAULSON AVE & FRANKSTOWN AV, PITTSBURGH PA 15206",2015-07-16T08:56:43,0,231EN08,1208,Larimer,9,12,42003120800,2,12,5,3-10,40.4608945340002,-79.9151598836572
820,F150055183,113,"Cooking fire, confined to container","300 BLOCK N TAYLOR AVE, PITTSBURGH PA 15212",2015-07-16T14:29:10,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,1-21,40.4568954895678,-80.0102619627612
821,F150055339,131,Passenger vehicle fire,"MOUNTAIN AVE & FISHER ST, PITTSBURGH PA 15210",2015-07-17T00:22:05,0,231EN24,1606,St. Clair,3,16,42003561700,4,16,3,4-8,40.4115133337196,-79.9772403016042
822,F150055361,162,Outside equipment fire,"TRACEY ST & PREBLE AVE, PITTSBURGH PA 15220",2015-07-17T03:55:34,0,231EN35,2704,Marshall-Shadeland,1,27,42003980900,1,27,1,1-14,40.473586213849,-80.0401835202273
823,F150055506,113,"Cooking fire, confined to container","1400 BLOCK SWANTEK ST, PITTSBURGH PA 15204",2015-07-17T14:32:18,1,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,1-16,40.4536876699283,-80.0687369432314
824,F150055622,113,"Cooking fire, confined to container","300 BLOCK SEMPLE ST, PITTSBURGH PA 15213",2015-07-17T22:02:37,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.438737565192,-79.9570936272574
825,F150055657,111,Building fire,"5500 BLOCK HAYS ST, PITTSBURGH PA 15206",2015-07-18T00:31:53,1,23138413,1113,East Liberty,9,11,42003111300,2,11,5,3-8,40.470440803835,-79.9295947800242
826,F150055797,151,"Outside rubbish, trash or waste fire","SANDUSKY ST & STOCKTON ST, PITTSBURGH PA 15219",2015-07-18T15:18:25,0,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,1-20,40.4504834668927,-80.0028826095168
827,F140045294,113,"Cooking fire, confined to container","6600 BLOCK LYRIC ST, PITTSBURGH PA 15206",2014-06-25T14:29:35,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.4644954613369,-79.9051421573033
828,F150055825,150,"Outside rubbish fire, Other","700 BLOCK I376 WB HWY, PITTSBURGH PA 15219",2015-07-18T16:42:57,0,231EN04,NA,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43569859476,-80.017567360001
829,F140046114,154,Dumpster or other outside trash receptacle fire,"N HIGHLAND AVE & STATION ST, PITTSBURGH PA 15206",2014-06-28T17:06:22,0,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,3-8,40.4637599408865,-79.9238205929012
830,F150055853,150,"Outside rubbish fire, Other","500 BLOCK BLESSING ST, PITTSBURGH PA 15219",2015-07-18T18:16:52,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,2-24,40.4562438141933,-79.9559913096805
831,F140000133,131,Passenger vehicle fire,"2100 BLOCK ROBINSON BLVD, PITTSBURGH PA 15221",2014-01-01T12:22:36,0,231EN17,NA,East Hills,9,13,42003130600,2,13,5,3-19,40.4521184502602,-79.8675134153173
832,F150055898,111,Building fire,"1500 BLOCK FEDERAL ST, PITTSBURGH PA 15212",2015-07-18T21:41:44,1,231EN38,2509,Central Northside,6,25,42003220600,1,25,1,1-6,40.4583875388252,-80.0072351691332
833,F150056119,131,Passenger vehicle fire,"700 BLOCK I376 EB HWY, PITTSBURGH PA 15217",2015-07-19T19:36:15,0,231EN19,NA,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4355071008198,-80.0174104603745
834,F150056424,131,Passenger vehicle fire,"1700 BLOCK BELLEAU DR, PITTSBURGH PA 15212",2015-07-20T21:48:00,0,231EN38,2509,Fineview,6,25,42003250900,1,25,1,1-10,40.4603025785269,-80.00698007108
835,F150056477,151,"Outside rubbish, trash or waste fire","400 BLOCK DRYCOVE ST, PITTSBURGH PA 15210",2015-07-21T06:26:13,0,231EN23,1806,Bon Air,4,18,42003562400,4,18,3,4-7,40.4055458906016,-79.9973253577037
836,F150056514,111,Building fire,"3400 BLOCK FORBES AVE, PITTSBURGH PA 15213",2015-07-21T08:35:03,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,2-14,40.4384111043329,-79.9608973792023
837,F150056529,151,"Outside rubbish, trash or waste fire","100 BLOCK SCHUBERT ST, PITTSBURGH PA 15212",2015-07-21T09:26:57,0,231EN32,2412,Spring Garden,1,26,42003241200,1,26,1,1-11,40.4712533704115,-79.989622525668
838,F150056667,131,Passenger vehicle fire,"1900 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2015-07-21T17:37:52,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,4-12,40.3960524338707,-79.9875054972192
839,F150056696,111,Building fire,"7200 BLOCK MT VERNON ST, PITTSBURGH PA 15208",2015-07-21T19:25:50,1,231EN17,1301,Homewood North,9,13,42003130100,2,13,5,3-17,40.4611821163003,-79.8944221111902
840,F150056722,113,"Cooking fire, confined to container","700 BLOCK FORBES AVE, PITTSBURGH PA 15219",2015-07-21T21:55:28,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4374409152507,-79.9931007732694
841,F150022979,150,"Outside rubbish fire, Other","FERNLAND ST & ELWYN AVE, PITTSBURGH PA 15210",2015-03-25T20:51:17,0,231EN26,3207,Overbrook,4,32,42003320700,4,32,3,4-25,40.3766906143709,-80.0034895073021
842,F150022996,116,"Fuel burner/boiler malfunction, fire confined","100 BLOCK PARKFIELD ST, PITTSBURGH PA 15210",2015-03-25T22:24:04,1,231EN23,2901,Carrick,4,29,42003290400,4,29,3,4-23,40.3912523349352,-79.987341412057
843,F150023116,151,"Outside rubbish, trash or waste fire","800 BLOCK ESTELLA ST, PITTSBURGH PA 15210",2015-03-26T12:25:08,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,4-21,40.4157947556872,-80.0005715406844
844,F160022631,143,Grass fire,"MADELINE ST & FROMM WAY, PITTSBURGH PA 15210",2016-03-24T17:07:29,0,231EN23,2902,Carrick,4,29,42003290200,4,29,3,4-12,40.3941104633608,-79.9841765761223
845,F160022696,142,Brush or brush-and-grass mixture fire,"5300 BLOCK BUTLER ST, PITTSBURGH PA 15201",2016-03-24T20:19:22,0,231EN07,1011,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.4820518362568,-79.9521837743969
846,F160022797,150,"Outside rubbish fire, Other","1700 BLOCK BELLEAU DR, PITTSBURGH PA 15219",2016-03-25T09:04:16,0,231EN38,2509,Fineview,6,25,42003250900,1,25,1,1-10,40.4603025785269,-80.00698007108
847,F160022941,111,Building fire,"2100 BLOCK ROSE ST, PITTSBURGH PA 15219",2016-03-25T20:23:50,1,231EN04,511,Terrace Village,6,5,42003051100,3,5,2,2-1,40.4439198035521,-79.9766778671107
848,F140047190,142,Brush or brush-and-grass mixture fire,"CHESTNUT ST & PHINEAS ST, PITTSBURGH PA 15212",2014-07-02T17:56:08,0,231EN32,2304,Troy Hill,1,23,42003563200,1,23,1,1-5,40.4554046356213,-79.994668769898
849,F160023028,130,"Mobile property (vehicle) fire, Other","PANORAMA ST & ARMORHILL AVE, PITTSBURGH PA 15207",2016-03-26T08:59:06,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,4-20,40.3929335069482,-79.9238419153109
850,F160023060,113,"Cooking fire, confined to container","400 BLOCK ALICE ST, PITTSBURGH PA 15210",2016-03-26T11:23:13,1,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.4101149393149,-79.9951081951465
851,F160023107,154,Dumpster or other outside trash receptacle fire,"MONTOUR WAY & 6TH AVE, PITTSBURGH PA 15222",2016-03-26T14:47:19,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,1-3,40.4412759404798,-79.997235476046
852,F150057187,131,Passenger vehicle fire,"S NEGLEY AVE & NORTHUMBERLAND, PITTSBURGH PA 15217",2015-07-23T13:45:53,0,231EN18,1403,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.4411797706604,-79.9254568026031
853,F150057239,154,Dumpster or other outside trash receptacle fire,"2700 BLOCK LIBRARY RD, PITTSBURGH PA 15226",2015-07-23T16:26:08,0,231EN26,3207,Overbrook,4,32,42003320700,4,32,3,4-25,40.3784438093352,-80.003123944843
854,F150057333,142,Brush or brush-and-grass mixture fire,"N WINEBIDDLE ST & KINCAID ST, PITTSBURGH PA 15206",2015-07-23T22:42:40,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,3-4,40.4671923412072,-79.9423530840441
855,F150057348,131,Passenger vehicle fire,"MARLAND ST & KNOX AVE, PITTSBURGH PA 15210",2015-07-24T00:38:35,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,4-7,40.4120166422941,-79.9904030114298
856,F150057353,151,"Outside rubbish, trash or waste fire","MOONEY RD & BEECHLAND ST, PITTSBURGH PA 15120",2015-07-24T01:08:23,0,231EN13,3102,Lincoln Place,5,31,42003310300,3,31,4,4-20,40.3793322905107,-79.9182372777855
857,F150057538,142,Brush or brush-and-grass mixture fire,"4600 BLOCK MARINA DR, PITTSBURGH PA 15207",2015-07-24T17:53:24,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,4-20,40.3865449574805,-79.9217635086798
858,F150057588,151,"Outside rubbish, trash or waste fire","16TH BLOCK ST & BINGHAM ST, PITTSBURGH PA 15203",2015-07-24T21:51:52,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,4-24,40.429470135492,-79.9823201274692
859,F150057687,142,Brush or brush-and-grass mixture fire,"2400 BLOCK ALLEQUIPPA ST, PITTSBURGH PA 15213",2015-07-25T09:34:01,0,231EN10,510,West Oakland,6,4,42003040200,3,4,4,2-10,40.4427917523538,-79.9656899365041
860,F150057717,143,Grass fire,"1100 BLOCK MCKINNEY LN, PITTSBURGH PA 15220",2015-07-25T12:02:46,0,231EN29,2016,Ridgemont,2,20,42003563100,5,20,6,1-18,40.4235292683887,-80.035033781893
861,F150057952,150,"Outside rubbish fire, Other","00 BLOCK E BUSWAY, PITTSBURGH PA 15216",2015-07-26T10:38:46,0,231EN08,708,,,,42003465600,,,,3-11,40.4387431212387,-80.0666920012485
862,F150057992,142,Brush or brush-and-grass mixture fire,"2600 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",2015-07-26T13:18:31,0,231EN38,2615,Perry South,6,26,42003261500,1,26,1,1-23,40.4711747914996,-80.0084478057052
863,F130038857,113,"Cooking fire, confined to container","800 BLOCK REUNION PL, PITTSBURGH PA 15219",2013-06-06T22:00:27,1,231EN04,509,Bedford Dwellings,6,5,42003050900,3,5,2,2-1,40.4494483452642,-79.9801982567524
864,F140021269,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",2014-03-23T10:02:41,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.4444287587868,-79.9872915237753
865,F140021302,113,"Cooking fire, confined to container","900 BLOCK BRIGHTON RD, PITTSBURGH PA 15212",2014-03-23T13:55:58,1,231EN32,2201,Homewood North,9,13,42003130100,2,13,5,3-17,40.4555239662205,-79.8880184785673
866,F140021316,154,Dumpster or other outside trash receptacle fire,"2ND BLOCK AVE & 10TH ST BRG, PITTSBURGH PA 15219",2014-03-23T15:30:32,0,231EN04,103,Bluff,6,1,42003010300,3,1,2,2-4,40.4344804007667,-79.9898193814116
867,F140021330,131,Passenger vehicle fire,"HERRON AVE & MILWAUKEE ST, PITTSBURGH PA 15219",2014-03-23T17:25:27,0,231EN10,501,Middle Hill,6,5,42003050600,3,5,2,2-5,40.4522710483076,-79.9643773169086
868,F150058010,150,"Outside rubbish fire, Other","WALBRIDGE ST & HERSCHEL ST, PITTSBURGH PA 15220",2015-07-26T14:15:34,0,231EN30,2020,Elliott,2,20,42003562600,5,20,6,1-17,40.4378836413683,-80.0373525088998
869,F150058131,131,Passenger vehicle fire,"DURANGO WAY & FLEURY WAY, PITTSBURGH PA 15208",2015-07-27T00:47:00,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,3-17,40.4542592475552,-79.8892076546148
